artist,track,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,energyLiveness
Rahat Fateh Ali Khan,"Tere Bin (From ""Simmba"")","Tere Bin (From ""Simmba"")",0.649,0.716,-3.936,0.0384,0.268,4.51e-06,0.603,0.639,86.949,3.8491333333333335,1.187396351575456
Kishore Kumar,Neele Neele Ambar Par - Male Version,Kalaakaar (Original Motion Picture Soundtrack),0.562,0.696,-7.612,0.0397,0.628,0.0,0.172,0.722,93.801,5.333333333333333,4.046511627906977
Kishore Kumar,Saagar Jaisi Aankhonwali - Saagar / Soundtrack Version,Kishore Kumar most loved in 2020,0.551,0.47,-8.698,0.0313,0.545,0.0,0.161,0.386,111.796,5.035783333333334,2.919254658385093
Kishore Kumar,"Pal Pal Dil Ke Paas - From ""Blackmail""","The Golden Years, Vol. 1",0.484,0.464,-7.529,0.0356,0.642,8.28e-06,0.0836,0.502,120.511,5.474666666666667,5.550239234449761
Kishore Kumar,"Yeh Sham Mastani (From ""Kati Patang"")",Krazy Kishore,0.447,0.477,-11.007,0.0344,0.892,0.0,0.323,0.571,116.183,4.6142666666666665,1.476780185758514
Kishore Kumar,"Ek Ajnabee Haseena Se (From ""Ajanabee"")",The Enigma R. D. Burman,0.355,0.451,-13.449,0.0387,0.985,0.324,0.692,0.706,97.939,4.443333333333333,0.6517341040462429
Kishore Kumar,"Chhu Kar Mere Manko - From ""Yaarana""",Chalte Chalte…Kishore Da’s Greatest Hits,0.369,0.615,-7.881,0.0351,0.834,0.000591,0.349,0.375,139.007,4.22045,1.7621776504297997
Kishore Kumar,"Roop Tera Mastana (From ""Aradhana"")",One Man Many Roles - Kishore Kumar,0.451,0.53,-8.787,0.095,0.668,7.13e-06,0.234,0.543,83.351,3.75355,2.264957264957265
Kishore Kumar,"O Mere Dil Ke Chain (From ""Mere Jeevan Saathi"")",Krazy Kishore,0.434,0.551,-8.396,0.0307,0.658,0.0,0.0749,0.582,110.23,4.55595,7.356475300400535
Kishore Kumar,Janu Meri Jaan - Shaan / Soundtrack Version,King of Melody - R. D. Burman - Love is in the Air,0.492,0.486,-10.32,0.0558,0.673,6.24e-06,0.238,0.783,134.353,7.10845,2.042016806722689
Kishore Kumar,Agar Tum Na Hote - Male Version,Agar Tum Na Hote (Original Motion Picture Soundtrack),0.617,0.684,-5.57,0.0341,0.542,0.000172,0.118,0.77,124.945,4.156383333333333,5.796610169491526
Shekhar Ravjiani,"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.154,0.649,115.997,4.3079,5.162337662337663
Shekhar Ravjiani,Jhoome Jo Pathaan,Pathaan,0.817,0.738,-7.639,0.0748,0.0964,0.0,0.331,0.616,104.964,3.4694,2.229607250755287
Shekhar Ravjiani,Ishq Wala Love,Student of the Year (Original Motion Picture Soundtrack),0.711,0.295,-12.377,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,4.29955,3.7723785166240407
Shekhar Ravjiani,Tujhe Bhula Diya,Anjaana Anjaani,0.644,0.423,-8.702,0.0324,0.464,0.0,0.11,0.509,131.903,4.65715,3.845454545454545
Shekhar Ravjiani,Firecracker,Jayeshbhai Jordaar,0.838,0.63,-5.609,0.171,0.242,0.0,0.0719,0.64,100.986,2.776683333333333,8.762169680111265
Shekhar Ravjiani,Zehnaseeb,Hasee Toh Phasee (Original Motion Picture Soundtrack),0.623,0.595,-6.342,0.0331,0.361,0.000136,0.353,0.418,78.029,3.624,1.6855524079320114
Shekhar Ravjiani,The Break Up Mashup,The Break Up Mashup,0.251,0.604,-5.622,0.0431,0.171,2.25e-06,0.123,0.166,84.643,5.130766666666666,4.9105691056910565
Shekhar Ravjiani,The Hook Up Song,Student of the Year 2 (Original Motion Picture Soundtrack),0.846,0.786,-4.607,0.0519,0.131,0.000384,0.0835,0.523,106.023,3.565783333333333,9.41317365269461
Shekhar Ravjiani,Vele,Student of the Year (Original Motion Picture Soundtrack),0.833,0.754,-7.555,0.0513,0.0166,0.0,0.246,0.65,108.001,3.84245,3.065040650406504
Shekhar Ravjiani,Love Mashup,Love Mashup,0.711,0.673,-5.89,0.0336,0.25,0.0,0.214,0.393,109.992,4.000283333333333,3.1448598130841123
Los Tucanes De Tijuana,El Águila Blanca,Imperio,0.821,0.807,-4.52,0.0457,0.129,0.0,0.0653,0.977,149.343,2.342,12.358346094946402
Los Tucanes De Tijuana,El Amor Soñado,Me Gusta Vivir De Noche,0.665,0.599,-5.082,0.0264,0.222,0.0,0.123,0.629,142.975,2.741116666666666,4.869918699186992
Los Tucanes De Tijuana,Amor Platónico,Amor Platónico,0.867,0.578,-6.329,0.0334,0.0548,1.48e-06,0.0651,0.84,107.278,2.991783333333333,8.878648233486942
Los Tucanes De Tijuana,La Chona,Me Robaste El Corazon,0.84,0.713,-5.411,0.0399,0.0167,0.0,0.359,0.965,145.068,3.315333333333333,1.986072423398329
Los Tucanes De Tijuana,Mis Tres Viejas,Corridos De Primera Plana,0.92,0.629,-4.717,0.0343,0.523,0.0,0.116,0.968,98.865,2.714,5.422413793103448
Los Tucanes De Tijuana,Las Heladas,Amor Platónico,0.877,0.616,-6.041,0.0343,0.116,0.0,0.156,0.965,106.711,2.74045,3.948717948717949
Los Tucanes De Tijuana,Secuestro De Amor,Tucanes De Oro ... Secuestro De Amor,0.684,0.522,-6.237,0.0249,0.0547,0.0,0.0351,0.865,82.203,3.2811166666666667,14.871794871794872
Los Tucanes De Tijuana,El Tucanazo,Tucanes De Oro ... Secuestro De Amor,0.832,0.843,-7.595,0.0449,0.0477,0.00883,0.0908,0.991,146.141,2.9026666666666667,9.284140969162994
Los Tucanes De Tijuana,Espejeando,Amor Platónico,0.822,0.699,-5.834,0.057,0.0375,0.0221,0.278,0.97,140.23,3.051333333333333,2.514388489208633
Los Tucanes De Tijuana,Me Gusta Vivir De Noche,Me Gusta Vivir De Noche,0.898,0.594,-6.003,0.0479,0.335,0.000822,0.254,0.953,119.709,3.5946666666666665,2.338582677165354
Intocable,Fuerte No Soy,Contigo,0.659,0.433,-11.015,0.0362,0.117,0.000427,0.0829,0.455,125.556,4.45555,5.223160434258142
Intocable,¿Y Todo Para Qué?,Llévame Contigo,0.694,0.637,-7.786,0.0274,0.336,5.4e-05,0.322,0.782,102.833,3.17555,1.9782608695652173
Intocable,Soñador Eterno,Contigo,0.582,0.509,-10.193,0.0489,0.134,0.0,0.082,0.937,142.965,2.953333333333333,6.2073170731707314
Intocable,Un Desengaño,Contigo,0.664,0.415,-10.479,0.107,0.303,2.03e-06,0.294,0.797,164.047,3.5733333333333333,1.41156462585034
Intocable,Más Muerto Que Vivo,Más Muerto Que Vivo,0.628,0.689,-4.179,0.027,0.0307,0.0,0.109,0.37,105.959,3.5536833333333333,6.321100917431192
Intocable,Si Me Duele Que Duela,Si Me Duele Que Duela,0.673,0.816,-3.483,0.0336,0.187,0.0,0.26,0.906,129.953,2.856116666666667,3.138461538461538
Intocable,No Me Hablen de Amor,A la Medida,0.482,0.823,-3.159,0.141,0.281,4.47e-05,0.178,0.882,190.178,3.161083333333333,4.623595505617978
Intocable,Eso Duele,Nuestro Destino Estaba Escrito,0.475,0.59,-8.337,0.105,0.226,0.0,0.0596,0.798,165.246,3.2702166666666668,9.899328859060402
Intocable,Estás Que Te Pelas,Es Para Ti,0.632,0.608,-7.787,0.057,0.564,0.0,0.113,0.813,128.557,3.878216666666667,5.380530973451327
Intocable,Alguien Te Va A Hacer Llorar,X,0.721,0.591,-7.611,0.0403,0.39,0.0,0.135,0.916,125.118,4.156883333333333,4.377777777777777
Los Temerarios,Ven Porque Te Necesito,Internacionales Y Románticos,0.596,0.573,-7.452,0.0285,0.192,0.0,0.0881,0.417,78.554,2.9168833333333333,6.503972758229285
Los Temerarios,Mi Vida Eres Tú,Mi Vida Eres Tú,0.636,0.376,-12.381,0.0275,0.354,8.27e-05,0.0826,0.472,88.012,4.167116666666667,4.552058111380145
Los Temerarios,Ahí Estaré Yo,Camino del Amor,0.667,0.337,-13.581,0.0422,0.197,0.000499,0.204,0.921,161.796,3.34445,1.6519607843137256
Los Temerarios,Tu Última Canción,Tu Última Canción,0.55,0.42,-11.406,0.0286,0.189,2.35e-06,0.0499,0.357,86.072,4.372216666666667,8.41683366733467
Los Temerarios,Eres un Sueño,Tu Última Canción,0.639,0.399,-11.815,0.0248,0.484,0.00056,0.133,0.306,79.113,4.04555,3.0
Los Temerarios,Enamorado de Ti,Tu Última Canción,0.628,0.401,-12.093,0.0244,0.147,6.64e-05,0.149,0.417,77.109,4.153333333333333,2.691275167785235
Los Temerarios,Como Te Recuerdo,Como Te Recuerdo,0.676,0.482,-8.863,0.0266,0.484,0.00195,0.129,0.492,90.435,5.088216666666667,3.736434108527132
Los Temerarios,Tu Infame Engaño,Internacionales Y Románticos,0.582,0.553,-7.118,0.0229,0.259,1.27e-05,0.0681,0.56,92.969,3.330216666666667,8.120411160058739
Los Temerarios,La Mujer Que Soñe,Tu Última Canción,0.549,0.46,-11.343,0.0291,0.337,2.55e-06,0.11,0.352,144.656,3.077783333333333,4.181818181818182
Los Temerarios,Como Tú,Camino del Amor,0.54,0.383,-13.206,0.0295,0.49,0.000759,0.0924,0.168,73.923,3.9566666666666666,4.145021645021646
K. S. Chithra,"Soul Of Varisu (From ""Varisu"")","Soul Of Varisu (From ""Varisu"")",0.234,0.323,-9.856,0.0314,0.922,0.000287,0.106,0.166,79.222,2.118916666666667,3.047169811320755
K. S. Chithra,Yeh Haseen Vadiyan Yeh Khula Aasman,Roja (Original Motion Picture Soundtrack),0.64,0.295,-16.357,0.0397,0.425,2.05e-06,0.0804,0.107,121.903,5.33355,3.669154228855721
K. S. Chithra,Saathiya Tune Kya Kiya,Love (Original Motion Picture Soundtrack),0.499,0.72,-7.861,0.0533,0.563,0.0,0.494,0.78,92.534,5.17445,1.45748987854251
K. S. Chithra,"Theerame - From ""Malik""","Theerame (From ""Malik"")",0.66,0.194,-12.827,0.032,0.877,2.91e-05,0.125,0.285,119.929,4.3847,1.552
K. S. Chithra,"Uyirin Uyire (From ""Kaakha Kaakha"")",Hits of Harris & Yuvan Isai Thendral,0.689,0.805,-8.496,0.058,0.485,1.46e-06,0.142,0.834,135.528,5.357116666666666,5.669014084507043
K. S. Chithra,Konji Pesida Venaam,Sethupathi (Original Motion Picture Soundtrack),0.756,0.661,-5.769,0.0972,0.187,6.26e-06,0.0774,0.635,88.001,3.779733333333333,8.540051679586565
K. S. Chithra,Idhuthaanaa,Saamy (Original Motion Picture Soundtrack),0.679,0.615,-8.548,0.0665,0.468,1.28e-06,0.19,0.706,100.072,5.3284,3.236842105263158
K. S. Chithra,Gudilo Badilo Madilo,DJ,0.769,0.737,-6.462,0.199,0.212,0.0,0.264,0.877,96.105,4.408566666666666,2.7916666666666665
K. S. Chithra,Kehna Hi Kya - Bombay / Soundtrack Version,Bombay,0.693,0.268,-15.606,0.0774,0.682,0.0,0.0658,0.587,127.056,5.898216666666666,4.072948328267477
K. S. Chithra,Manmadha,Manmadha,0.348,0.747,-6.714,0.0958,0.293,1.92e-05,0.305,0.402,85.933,4.491133333333333,2.4491803278688526
TKKG,225 - Tanz mit der Giftschlange - Teil 01,Folge 225: Tanz mit der Giftschlange,0.656,0.58,-10.314,0.926,0.738,0.0,0.696,0.557,80.717,3.084216666666667,0.8333333333333334
TKKG,225 - Tanz mit der Giftschlange - Teil 10,Folge 225: Tanz mit der Giftschlange,0.617,0.387,-12.917,0.947,0.475,0.0,0.154,0.596,174.788,3.025783333333333,2.512987012987013
TKKG,225 - Tanz mit der Giftschlange - Teil 03,Folge 225: Tanz mit der Giftschlange,0.706,0.485,-13.991,0.933,0.567,0.0,0.187,0.456,110.217,3.0208833333333334,2.593582887700535
TKKG,225 - Tanz mit der Giftschlange - Teil 05,Folge 225: Tanz mit der Giftschlange,0.596,0.536,-12.671,0.907,0.529,0.0,0.308,0.516,79.689,3.001116666666667,1.7402597402597404
TKKG,225 - Tanz mit der Giftschlange - Teil 09,Folge 225: Tanz mit der Giftschlange,0.662,0.459,-11.068,0.944,0.619,0.0,0.358,0.515,151.206,3.0208833333333334,1.282122905027933
TKKG,225 - Tanz mit der Giftschlange - Teil 04,Folge 225: Tanz mit der Giftschlange,0.468,0.545,-14.122,0.906,0.256,2.75e-05,0.141,0.472,84.53,3.00155,3.865248226950355
TKKG,225 - Tanz mit der Giftschlange - Teil 02,Folge 225: Tanz mit der Giftschlange,0.706,0.503,-11.927,0.923,0.678,0.0,0.805,0.574,131.225,3.00245,0.6248447204968943
TKKG,225 - Tanz mit der Giftschlange - Teil 08,Folge 225: Tanz mit der Giftschlange,0.606,0.471,-12.113,0.938,0.693,0.0,0.263,0.558,85.701,3.040216666666667,1.7908745247148288
TKKG,225 - Tanz mit der Giftschlange - Teil 06,Folge 225: Tanz mit der Giftschlange,0.648,0.463,-14.85,0.873,0.379,0.0,0.0845,0.594,103.285,3.0208833333333334,5.479289940828402
TKKG,225 - Tanz mit der Giftschlange - Teil 07,Folge 225: Tanz mit der Giftschlange,0.667,0.485,-13.175,0.896,0.503,0.0,0.383,0.484,113.419,3.1046666666666667,1.2663185378590078
Sunidhi Chauhan,Lae Dooba,Aiyaary (Original Motion Picture Soundtrack),0.569,0.297,-8.639,0.0292,0.879,0.0,0.0938,0.466,89.96,3.8313,3.166311300639659
Sunidhi Chauhan,Mere Haath Mein,Fanaa,0.554,0.606,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,4.7643,5.509090909090909
Sunidhi Chauhan,Valentine's Mashup 2019,Valentine's Mashup 2019,0.595,0.61,-6.887,0.0499,0.332,2.14e-06,0.0628,0.314,97.974,3.5420333333333334,9.713375796178344
Sunidhi Chauhan,"Ra Ra Rakkamma (From ""Vikrant Rona"")","Ra Ra Rakkamma (From ""Vikrant Rona"")",0.839,0.972,-5.72,0.102,0.431,0.0002,0.0907,0.365,130.012,3.6390666666666656,10.71664829106946
Sunidhi Chauhan,Be Intehaan,Race 2 (Original Motion Picture Soundtrack),0.56,0.696,-5.583,0.0473,0.535,0.0,0.325,0.39,128.849,4.847783333333333,2.1415384615384614
Sunidhi Chauhan,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")","Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",0.821,0.69,-4.981,0.187,0.0202,0.00398,0.199,0.648,140.171,2.939083333333333,3.467336683417085
Sunidhi Chauhan,Desi Girl,Dostana (Original Motion Picture Soundtrack),0.746,0.924,-6.057,0.0442,0.0169,0.00279,0.097,0.807,136.051,5.11645,9.525773195876289
Sunidhi Chauhan,Dilliwaali Girlfriend,Yeh Jawaani Hai Deewani,0.687,0.941,-5.23,0.0583,0.0811,2.93e-06,0.0697,0.909,138.048,4.342533333333333,13.500717360114775
Sunidhi Chauhan,Sheila Ki Jawani,Tees Maar Khan,0.803,0.859,-4.405,0.185,0.305,6.18e-05,0.553,0.631,101.007,4.695116666666666,1.5533453887884263
Sunidhi Chauhan,"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",0.837,0.801,-4.978,0.308,0.53,1.03e-06,0.174,0.908,139.894,3.786,4.603448275862069
Benjamin Blümchen,Benjamin Blümchen Lied,Folge 1: als Wetterelefant,0.819,0.325,-14.801,0.0699,0.604,0.0,0.605,0.969,120.031,0.8163,0.5371900826446281
Benjamin Blümchen,Kapitel 13: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.617,0.878,-13.989,0.9,0.846,0.0149,0.841,0.249,58.402,1.6598166666666667,1.0439952437574316
Benjamin Blümchen,Kapitel 07: auf Weltreise (Folge 150),Folge 150: auf Weltreise,0.486,0.878,-14.6,0.637,0.627,0.0,0.721,0.0993,79.324,1.6030166666666668,1.2177531206657422
Benjamin Blümchen,Kapitel 16: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.673,0.335,-20.999,0.942,0.511,0.0,0.518,0.469,78.274,1.5832666666666666,0.6467181467181468
Benjamin Blümchen,Kapitel 01: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.517,0.451,-21.157,0.938,0.239,0.0,0.623,0.693,110.368,1.5952,0.723916532905297
Benjamin Blümchen,Kapitel 03: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.612,0.485,-15.67,0.954,0.154,0.0,0.308,0.623,69.149,1.5728333333333333,1.574675324675325
Benjamin Blümchen,Kapitel 02: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.533,0.522,-18.233,0.934,0.158,0.0,0.338,0.629,93.402,1.557316666666667,1.544378698224852
Benjamin Blümchen,Kapitel 15: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.649,0.306,-18.895,0.937,0.699,0.0,0.315,0.662,117.036,1.6031333333333333,0.9714285714285714
Benjamin Blümchen,Kapitel 05: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.632,0.454,-17.611,0.922,0.133,0.0,0.212,0.675,126.661,1.5910833333333334,2.1415094339622645
Benjamin Blümchen,Kapitel 04: Das große Gewitter (Folge 153),Folge 153: Das große Gewitter,0.703,0.421,-15.832,0.94,0.26,0.0,0.331,0.574,65.402,1.5751166666666667,1.2719033232628398
Rage Against The Machine,Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,5.226216666666667,25.47400611620795
Rage Against The Machine,Bulls On Parade,Evil Empire,0.412,0.919,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,3.82445,2.1674528301886795
Rage Against The Machine,Guerrilla Radio,The Battle Of Los Angeles,0.599,0.957,-5.764,0.188,0.0129,7.06e-05,0.155,0.489,103.68,3.4366666666666665,6.174193548387096
Rage Against The Machine,Sleep Now In the Fire,The Battle Of Los Angeles,0.426,0.929,-6.729,0.0701,0.00162,0.105,0.0789,0.539,127.059,3.4266666666666667,11.774397972116605
Rage Against The Machine,Renegades Of Funk,Renegades,0.651,0.908,-4.019,0.0577,0.00184,0.000579,0.384,0.769,123.851,4.569333333333334,2.364583333333333
Rage Against The Machine,Bombtrack,Rage Against The Machine - XX (20th Anniversary Special Edition),0.459,0.926,-3.415,0.155,0.0239,1.93e-05,0.183,0.569,151.534,4.05755,5.060109289617487
Rage Against The Machine,Testify,The Battle Of Los Angeles,0.47,0.978,-5.399,0.0727,0.0261,1.09e-05,0.356,0.503,117.906,3.5022166666666665,2.747191011235955
Rage Against The Machine,Know Your Enemy,Rage Against The Machine - XX (20th Anniversary Special Edition),0.575,0.857,-3.961,0.155,0.0125,0.00229,0.145,0.623,117.413,4.90845,5.910344827586207
Rage Against The Machine,Wake Up,Rage Against The Machine - XX (20th Anniversary Special Edition),0.411,0.893,-3.646,0.139,0.00563,0.00967,0.149,0.513,170.407,6.064216666666667,5.993288590604028
Rage Against The Machine,People of the Sun,Evil Empire,0.53,0.871,-6.361,0.302,0.00407,0.0207,0.272,0.706,93.046,2.501116666666667,3.202205882352941
The White Stripes,Seven Nation Army,Elephant,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,3.86845,1.3234421364985165
The White Stripes,Fell In Love With a Girl,White Blood Cells,0.356,0.982,-1.574,0.112,0.713,0.00145,0.941,0.299,95.754,1.8348833333333332,1.0435706695005311
The White Stripes,Blue Orchid,Get Behind Me Satan,0.481,0.645,-8.535,0.318,0.0863,6.2e-06,0.332,0.612,151.307,2.626,1.9427710843373491
The White Stripes,We're Going to Be Friends,White Blood Cells,0.534,0.441,-5.752,0.0303,0.661,0.0,0.0934,0.439,97.009,2.336316666666667,4.721627408993577
The White Stripes,Icky Thump,Icky Thump,0.417,0.63,-7.24,0.0898,0.0209,0.0134,0.0543,0.341,94.214,4.242216666666667,11.60220994475138
The White Stripes,Seven Nation Army - The Glitch Mob Remix,Seven Nation Army (The Glitch Mob Remix),0.701,0.844,-6.629,0.133,0.152,0.626,0.194,0.198,120.04,4.2837,4.350515463917525
The White Stripes,The Hardest Button to Button,Elephant,0.694,0.515,-8.663,0.0736,0.00666,0.622,0.0884,0.566,128.246,3.5481333333333334,5.82579185520362
The White Stripes,The Denial Twist,Get Behind Me Satan,0.514,0.756,-7.988,0.147,0.337,0.0,0.135,0.764,90.307,2.596216666666667,5.6
The White Stripes,Dead Leaves and the Dirty Ground,White Blood Cells,0.305,0.628,-3.573,0.0348,0.46,3.66e-05,0.0899,0.428,80.389,3.0361333333333334,6.985539488320357
The White Stripes,Apple Blossom,De Stijl,0.537,0.454,-7.896,0.0551,0.65,0.000154,0.0852,0.626,128.193,2.22155,5.328638497652582
Lynyrd Skynyrd,Sweet Home Alabama,Second Helping (Expanded Edition),0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,4.73,7.010428736964078
Lynyrd Skynyrd,Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,0.249,0.834,-8.21,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,9.11845,9.025974025974026
Lynyrd Skynyrd,Simple Man,Pronounced' Leh-'Nerd 'Skin-'Nerd,0.422,0.752,-8.682,0.0449,0.0366,0.000119,0.129,0.403,120.471,5.943783333333333,5.829457364341085
Lynyrd Skynyrd,Gimme Three Steps,Pronounced' Leh-'Nerd 'Skin-'Nerd,0.554,0.74,-7.706,0.0803,0.698,6.9e-05,0.225,0.804,133.363,4.452883333333333,3.2888888888888888
Lynyrd Skynyrd,Tuesday's Gone,Pronounced' Leh-'Nerd 'Skin-'Nerd,0.232,0.615,-8.636,0.0295,0.0778,5.68e-06,0.0601,0.41,146.488,7.503783333333334,10.232945091514145
Lynyrd Skynyrd,Sweet Home Alabama - Edit,20th Century Masters: The Millennium Collection: Best Of The '70s,0.63,0.655,-9.725,0.0241,0.221,0.00124,0.114,0.91,97.817,3.6782166666666662,5.745614035087719
Lynyrd Skynyrd,Call Me The Breeze,Second Helping (Expanded Edition),0.271,0.642,-10.475,0.0384,0.00434,0.0781,0.118,0.819,186.366,5.162883333333333,5.440677966101696
Lynyrd Skynyrd,The Ballad Of Curtis Loew,Second Helping (Expanded Edition),0.432,0.425,-12.165,0.0918,0.312,3.19e-06,0.105,0.589,144.821,4.862266666666667,4.047619047619048
Lynyrd Skynyrd,Gimme Back My Bullets,Gimme Back My Bullets,0.428,0.682,-10.862,0.0441,0.313,1.34e-05,0.116,0.961,168.58,3.4966666666666666,5.879310344827586
Lynyrd Skynyrd,That Smell,Street Survivors,0.455,0.573,-11.301,0.0355,0.0134,0.0304,0.428,0.644,117.252,5.804,1.338785046728972
Dido,Thank You,No Angel,0.725,0.583,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,3.6393333333333335,8.766917293233082
Dido,White Flag,Life For Rent,0.509,0.538,-6.835,0.0379,0.306,5.03e-06,0.091,0.284,170.111,4.01,5.912087912087912
Dido,Here With Me,No Angel,0.555,0.578,-7.942,0.0277,0.113,3.43e-06,0.0747,0.333,83.382,4.256666666666667,7.737617135207496
Dido,Life for Rent,Life For Rent,0.487,0.519,-7.249,0.0296,0.191,0.0,0.134,0.154,82.947,3.6842166666666665,3.873134328358209
Dido,Thank You - (Acoustic) [Live],Girl Who Got Away (Expanded Edition),0.539,0.407,-8.604,0.04,0.587,0.0,0.0776,0.614,79.548,2.5751166666666667,5.244845360824741
Dido,Hunter,No Angel,0.589,0.743,-6.94,0.0277,0.245,5.1e-06,0.263,0.533,91.96,3.953783333333333,2.8250950570342206
Dido,Hurricanes,Still on My Mind,0.535,0.459,-8.49,0.0645,0.0722,0.117,0.0942,0.0969,175.944,5.288216666666667,4.872611464968153
Dido,Don't Leave Home,Life For Rent,0.54,0.526,-8.011,0.037,0.0652,2.2e-05,0.0925,0.467,171.92,3.776,5.686486486486487
Dido,No Freedom,Girl Who Got Away (Deluxe),0.506,0.513,-7.889,0.0258,0.0534,2.01e-05,0.0999,0.385,176.04,3.27,5.135135135135135
Dido,Give You Up,Still on My Mind,0.646,0.431,-6.759,0.0477,0.663,0.0,0.117,0.13,133.841,3.358883333333333,3.683760683760684
Eric Clapton,Wonderful Tonight,Slowhand 35th Anniversary (Super Deluxe),0.572,0.214,-15.625,0.0293,0.649,0.129,0.125,0.485,95.542,3.75045,1.712
Eric Clapton,Layla - Acoustic Live,Unplugged (Live),0.559,0.524,-11.64,0.0462,0.318,0.00094,0.933,0.652,93.85,4.817116666666666,0.5616291532690246
